Ticket ID,Customer ID,Customer Name,Email Address,Phone Number,Support Issue Category,Issue Description,Ticket Priority,Ticket Status,Support Representative,Resolution Description,Resolution Date,Ticket Created Date,Ticket Closed Date,Customer Satisfaction Rating,Follow-up Status,Customer Location,Product ID (Linked to Issue),Communication Channel,Escalation Level,Resolution Time,Assigned Team
TLFAXFCS,IQNH7AGH,Customer_19B0I,O3EBS@example.com,+1-6415380505,Feedback,Issue description for order PZ4M4PK3J6,Low,Closed,Representative_S4UWB,Resolution for order PZ4M4PK3J6,2023-12-10,2023-12-20,2023-12-25,2,Completed,Location_1FK8O,HJ0XEXP2,Phone,Level 1,5,Team_2LB
WYO21VGK,SOCRXO3T,Customer_W8GV2,6CCY2@example.com,+1-8796516088,Refund,Issue description for order OHCUGTKXZM,Low,Closed,Representative_DCWU6,Resolution for order OHCUGTKXZM,2023-12-15,2023-12-20,2023-12-25,3,Completed,Location_2YCKJ,5KM0JV1L,Chat,Level 2,3,Team_C55
IE88NIJ6,HUXIZI0P,Customer_BH7HD,MMV84@example.com,+1-9709677433,Inquiry,Issue description for order PNM6ZUDVK9,Medium,In Progress,Representative_RHXFJ,Resolution for order PNM6ZUDVK9,2023-12-10,2023-12-01,2023-12-25,4,Pending,Location_O65JC,0HKGZKF9,Chat,Level 2,2,Team_306
Q0JFFJTD,86QAQMBX,Customer_H1GBZ,J1COP@example.com,+1-2086792638,Feedback,Issue description for order IEAMHTZERF,Medium,In Progress,Representative_CW6BD,Resolution for order IEAMHTZERF,2023-12-20,2023-12-01,2023-12-30,1,Pending,Location_5EJTN,4CTMLPO4,Chat,Level 2,7,Team_ELH
9PHYDXWN,S1UZIXKQ,Customer_9Z3MK,YMFYU@example.com,+1-5151955217,Refund,Issue description for order 1NCIA6WEC9,Medium,Open,Representative_IV4Q0,Resolution for order 1NCIA6WEC9,2023-12-10,2023-12-10,2023-12-30,2,Pending,Location_1P7X9,I7FXEAFY,Chat,Level 3,8,Team_UTW
G8JKJZR8,40HYAE31,Customer_V3UVB,FM0X4@example.com,+1-6714797017,Inquiry,Issue description for order X3JL5GLHL2,High,Open,Representative_2MWDC,Resolution for order X3JL5GLHL2,2023-12-20,2023-12-01,2023-12-25,5,Completed,Location_CITH4,BI2ODC1O,Email,Level 3,10,Team_LZR
D1FCFNTK,721VPIVG,Customer_4RJIK,B9JMU@example.com,+1-4358648328,Complaint,Issue description for order P74TSYYHUN,Low,In Progress,Representative_A72DB,Resolution for order P74TSYYHUN,2023-12-10,2023-12-10,2023-12-30,1,Completed,Location_TCTH0,1RY56W85,Phone,Level 2,5,Team_Q27
2CWWLT2Y,KW439O9Y,Customer_M65PN,TGB7G@example.com,+1-2701303771,Refund,Issue description for order YIHHTQ2V85,Medium,In Progress,Representative_UTIXV,Resolution for order YIHHTQ2V85,2023-12-10,2023-12-20,2023-12-10,2,Pending,Location_GG7RS,I8HQ2GLL,Email,Level 2,2,Team_8OT
ZRDCRJPI,E2VECL23,Customer_YHJEP,68P2A@example.com,+1-5183800792,Inquiry,Issue description for order 2RMMRXH25M,Medium,Open,Representative_M0RBJ,Resolution for order 2RMMRXH25M,2023-12-20,2023-12-10,2023-12-10,3,Pending,Location_UH14R,PIF9T7HZ,Phone,Level 2,1,Team_E8E
1OIO7ITR,HHKJB9WS,Customer_7I35P,Z6VBA@example.com,+1-9197862382,Inquiry,Issue description for order 0ZG20VNKZC,High,In Progress,Representative_GHFAQ,Resolution for order 0ZG20VNKZC,2023-12-10,2023-12-20,2023-12-30,4,Completed,Location_0NQ1K,WA125MJC,Email,Level 1,10,Team_U7N
F9LF0F9W,8KJR3N0Q,Customer_GG8UJ,TS7DZ@example.com,+1-8693179122,Refund,Issue description for order 9PIG9Y9D9I,High,In Progress,Representative_INLY2,Resolution for order 9PIG9Y9D9I,2023-12-10,2023-12-10,2023-12-25,2,Completed,Location_ZHLT7,J7KMLLWR,Chat,Level 2,5,Team_OP3
2G9RI6FM,NWHIXQF4,Customer_96BNT,ICL9P@example.com,+1-8016561857,Complaint,Issue description for order 4WVE9E7ZSJ,Low,In Progress,Representative_K22I3,Resolution for order 4WVE9E7ZSJ,2023-12-15,2023-12-20,2023-12-25,1,Completed,Location_0GFEV,TFTS01Y5,Email,Level 3,3,Team_PTL
DXCG9MAE,QOYMR0F4,Customer_FUM1Y,B129I@example.com,+1-8401910324,Feedback,Issue description for order RJZLTQ43JN,High,Closed,Representative_BA6TC,Resolution for order RJZLTQ43JN,2023-12-15,2023-12-01,2023-12-10,3,Completed,Location_M99HH,3JSCM04E,Phone,Level 1,10,Team_PEP
E4HCBWGM,DI4Y01AO,Customer_PMH6T,NBQWB@example.com,+1-4565239792,Refund,Issue description for order VRGN1DRQ5D,Medium,Closed,Representative_VQZM5,Resolution for order VRGN1DRQ5D,2023-12-15,2023-12-20,2023-12-10,4,Completed,Location_JA27O,5ZNWU5DX,Chat,Level 2,4,Team_VZ5
5UQP1IIL,1HZYUKVE,Customer_GUYAP,8TQN0@example.com,+1-2099349254,Complaint,Issue description for order XX9XY47UWQ,Medium,Closed,Representative_IKPNS,Resolution for order XX9XY47UWQ,2023-12-15,2023-12-10,2023-12-25,2,Completed,Location_RTUJY,M63Q5IVL,Phone,Level 3,7,Team_0V0
HP5GD220,PWO836E4,Customer_THOF1,M4DH8@example.com,+1-1972796124,Inquiry,Issue description for order 9741I55JQ2,Medium,Open,Representative_3BF8N,Resolution for order 9741I55JQ2,2023-12-20,2023-12-10,2023-12-25,5,Completed,Location_VLXS3,NT3B2DHL,Phone,Level 1,4,Team_DEF
MXG5PUDO,YYG8OIG1,Customer_QE7K6,2CVBL@example.com,+1-6906896439,Feedback,Issue description for order X57C9QG1BV,Medium,In Progress,Representative_2R2NW,Resolution for order X57C9QG1BV,2023-12-20,2023-12-10,2023-12-30,4,Pending,Location_AGDK1,1RAW20YK,Phone,Level 1,4,Team_CT1
HXL2SK4U,ER6VEDB0,Customer_OLM0L,ZO3W2@example.com,+1-5745715124,Refund,Issue description for order UBGE2IX7N4,Low,In Progress,Representative_1QAQ6,Resolution for order UBGE2IX7N4,2023-12-20,2023-12-01,2023-12-30,1,Completed,Location_1KDR3,O3GG3PZO,Chat,Level 2,5,Team_1VD
6BTLOELO,U91F7424,Customer_JTSRO,N8P0Q@example.com,+1-1476981048,Feedback,Issue description for order DREOXVA56F,High,Closed,Representative_S4KMR,Resolution for order DREOXVA56F,2023-12-15,2023-12-10,2023-12-30,3,Pending,Location_5M9G0,8DIL860D,Chat,Level 2,9,Team_U4S
HP82O82P,523YVWK5,Customer_XRHW2,60H7Z@example.com,+1-4227517892,Inquiry,Issue description for order ZWW2E2WAOB,Low,Closed,Representative_1SYXN,Resolution for order ZWW2E2WAOB,2023-12-15,2023-12-10,2023-12-25,1,Completed,Location_QU2UM,88FVT3FG,Chat,Level 3,9,Team_NX2
0LV9ZPOG,LH139G2D,Customer_TY6EB,SCLRI@example.com,+1-4477854607,Feedback,Issue description for order 0SW0DJV27N,Medium,Closed,Representative_K0IYW,Resolution for order 0SW0DJV27N,2023-12-20,2023-12-01,2023-12-25,3,Completed,Location_WP1JJ,BU7DL856,Email,Level 2,2,Team_SXL
ORIPI29F,7AMLXT7U,Customer_4SHUN,UWC0E@example.com,+1-2598916038,Complaint,Issue description for order I2181C8U7F,Medium,In Progress,Representative_0FL89,Resolution for order I2181C8U7F,2023-12-10,2023-12-01,2023-12-30,2,Pending,Location_9RNQ8,UU3BJ3O6,Chat,Level 2,2,Team_HKX
5R1NR8XL,GGFDDKL4,Customer_IUIHO,QDR1T@example.com,+1-2095344977,Feedback,Issue description for order FMEWOA2N63,Low,Open,Representative_HVYQF,Resolution for order FMEWOA2N63,2023-12-10,2023-12-20,2023-12-10,3,Pending,Location_3L26Q,HFCR788K,Chat,Level 3,10,Team_62M
VB6MVPT3,64PB0SRX,Customer_BTJAP,H5AOF@example.com,+1-6227548414,Inquiry,Issue description for order 1RO9SOV9JF,Medium,Closed,Representative_5WOX5,Resolution for order 1RO9SOV9JF,2023-12-20,2023-12-10,2023-12-30,3,Completed,Location_WUTBB,5DT2UVOL,Chat,Level 3,8,Team_1YD
RY3SD12Z,RIW0K5HX,Customer_LMEAV,VL4T9@example.com,+1-1404944223,Feedback,Issue description for order I83H4DAMZ9,High,Open,Representative_Q89MZ,Resolution for order I83H4DAMZ9,2023-12-20,2023-12-10,2023-12-30,5,Completed,Location_EPUK7,CDDY1DNV,Chat,Level 2,9,Team_SI2
IFL8XPJA,SFT9BI8O,Customer_G980A,5FX2N@example.com,+1-3175207704,Complaint,Issue description for order DY7QHG07SQ,Medium,In Progress,Representative_14WZJ,Resolution for order DY7QHG07SQ,2023-12-20,2023-12-10,2023-12-30,5,Completed,Location_3JXZG,6Z6BA9P7,Chat,Level 3,8,Team_IJ3
K75965LX,963JBEPW,Customer_L9YUN,PKT8C@example.com,+1-8806720010,Feedback,Issue description for order 6UN7PSBME4,Low,Closed,Representative_LEAYO,Resolution for order 6UN7PSBME4,2023-12-20,2023-12-20,2023-12-30,2,Completed,Location_NV9RC,VPY5HRUV,Phone,Level 3,6,Team_VBB
ZJ4TZ0V7,FYKOZ4II,Customer_6GSNT,K3VH8@example.com,+1-5523840137,Complaint,Issue description for order WSYTYOJGEL,Medium,Closed,Representative_5V7TD,Resolution for order WSYTYOJGEL,2023-12-15,2023-12-10,2023-12-30,4,Completed,Location_RXLW0,BDYP38JU,Chat,Level 3,8,Team_5EC
UIEZMQ5O,47WOLM3O,Customer_N0JE1,FZK2N@example.com,+1-2575305777,Inquiry,Issue description for order 3IVTXQ8ODD,High,In Progress,Representative_5QZ78,Resolution for order 3IVTXQ8ODD,2023-12-10,2023-12-20,2023-12-25,1,Pending,Location_RWEPB,4DR7R47K,Chat,Level 2,9,Team_XA6
KB1KDC1J,TMG5AQ36,Customer_3ZQ8D,UPLLI@example.com,+1-8030349216,Feedback,Issue description for order FY1MG2PF2H,Medium,Open,Representative_N10ES,Resolution for order FY1MG2PF2H,2023-12-20,2023-12-01,2023-12-10,4,Pending,Location_WAL60,FRSA7J4Z,Chat,Level 1,5,Team_9YH
MNVT66MN,3LRCAHX5,Customer_LL7C5,Q6DO6@example.com,+1-6464935236,Refund,Issue description for order STNFZXWTOT,Low,Closed,Representative_SMH0I,Resolution for order STNFZXWTOT,2023-12-20,2023-12-01,2023-12-10,5,Pending,Location_25HYI,L31OB1EU,Chat,Level 1,6,Team_8VK
CS6FO5MQ,8VD68EFF,Customer_SDQER,7OGC5@example.com,+1-1190628226,Feedback,Issue description for order I4PKTVPL7D,Medium,In Progress,Representative_H4YY1,Resolution for order I4PKTVPL7D,2023-12-10,2023-12-10,2023-12-25,4,Completed,Location_2CBDR,XPQYAZ9A,Email,Level 1,6,Team_6FW
QRXJRUPL,K7YRBC2H,Customer_LZS1E,E69K5@example.com,+1-9861708693,Feedback,Issue description for order LVV8SZ40IM,High,Open,Representative_S8OQ9,Resolution for order LVV8SZ40IM,2023-12-15,2023-12-10,2023-12-30,5,Completed,Location_Z0WJN,696X9CSO,Chat,Level 2,6,Team_J0L
61NG6IRV,6MJE3YCF,Customer_Y1KEC,T9GHS@example.com,+1-9751917630,Refund,Issue description for order AGYHSFP6OF,High,Closed,Representative_5XQI9,Resolution for order AGYHSFP6OF,2023-12-15,2023-12-01,2023-12-10,2,Pending,Location_A54NF,SMG8UHNG,Phone,Level 1,1,Team_K1M
LNCCFSQ8,23OAQPWV,Customer_546IS,1EZ3I@example.com,+1-1695187259,Complaint,Issue description for order 8LIT1NOYUF,Medium,In Progress,Representative_DNA3C,Resolution for order 8LIT1NOYUF,2023-12-15,2023-12-20,2023-12-30,3,Completed,Location_UMX2T,O02TJ231,Phone,Level 1,8,Team_Y23
4NBYTJ76,369O3SNZ,Customer_VBQED,KXOSR@example.com,+1-5101674605,Refund,Issue description for order BZ9QLQ5HLU,Low,Open,Representative_LLVT5,Resolution for order BZ9QLQ5HLU,2023-12-10,2023-12-10,2023-12-10,2,Pending,Location_1E3PV,NFEXXRAL,Email,Level 3,6,Team_FDG
RV4OWWCX,LZ1JJV2U,Customer_64MZX,P9OJF@example.com,+1-7761134848,Refund,Issue description for order Z4VK0NK7I9,Low,Open,Representative_ZA2OL,Resolution for order Z4VK0NK7I9,2023-12-20,2023-12-10,2023-12-30,1,Pending,Location_4SF5A,UVGK9K94,Email,Level 2,5,Team_D7O
M46RB4JF,HFNAVFVF,Customer_I4Y0X,8H9XX@example.com,+1-3145404971,Complaint,Issue description for order 5SPPZQC21S,Low,Open,Representative_P8VJB,Resolution for order 5SPPZQC21S,2023-12-10,2023-12-01,2023-12-30,5,Pending,Location_7WGSE,FG04RMNK,Phone,Level 1,10,Team_NFF
3QY6DRYK,E0LMIZ08,Customer_M3DOL,PKTSO@example.com,+1-1051801592,Refund,Issue description for order 8YNMXHZDWK,High,Open,Representative_2A5LY,Resolution for order 8YNMXHZDWK,2023-12-10,2023-12-10,2023-12-10,2,Pending,Location_IK1O0,A2PC818Q,Email,Level 2,10,Team_XSX
PJXA6BKN,4LN9GGJ2,Customer_FLAQ2,IPNOG@example.com,+1-3056678170,Inquiry,Issue description for order 0H40FFFKEG,High,In Progress,Representative_8K3KC,Resolution for order 0H40FFFKEG,2023-12-10,2023-12-01,2023-12-10,2,Completed,Location_1T1GZ,0LDT17CF,Phone,Level 2,6,Team_HOI
6C7UL5BW,W2HHA650,Customer_1MK5F,AZGIV@example.com,+1-2237465995,Feedback,Issue description for order 7J27BRU3D1,Medium,In Progress,Representative_YYW0E,Resolution for order 7J27BRU3D1,2023-12-10,2023-12-20,2023-12-25,3,Completed,Location_N4BCC,C2DXYYCF,Phone,Level 2,7,Team_P4Z
KUZLB9PZ,XI2I41SZ,Customer_IYZ9Q,SELL8@example.com,+1-6423294231,Inquiry,Issue description for order HKVNLQ0M9Y,Low,In Progress,Representative_EDXNT,Resolution for order HKVNLQ0M9Y,2023-12-10,2023-12-10,2023-12-10,3,Completed,Location_PZO56,4BL3QO1O,Phone,Level 3,7,Team_KTL
DTVZ4DPM,BA8UHOFG,Customer_9XTE3,QYC3O@example.com,+1-5694694903,Refund,Issue description for order E5KOZWP2S8,Medium,In Progress,Representative_PM0JL,Resolution for order E5KOZWP2S8,2023-12-20,2023-12-20,2023-12-30,5,Completed,Location_FK9UM,P9CSD6JQ,Phone,Level 1,3,Team_IFQ
08Q3NJXF,XMFLAD11,Customer_Q4OUC,KQBES@example.com,+1-6588750605,Inquiry,Issue description for order RPG0LOIDPI,Low,Closed,Representative_HUYFZ,Resolution for order RPG0LOIDPI,2023-12-10,2023-12-01,2023-12-25,2,Completed,Location_YX678,52INJ07X,Chat,Level 1,10,Team_HDU
36MGGJ4P,2DCKOK0D,Customer_O4RVV,K7G5C@example.com,+1-8587577040,Complaint,Issue description for order SCW4I8TC2I,High,Open,Representative_IG01I,Resolution for order SCW4I8TC2I,2023-12-10,2023-12-01,2023-12-30,2,Completed,Location_PM5MZ,Y2FMVXGR,Email,Level 3,7,Team_62R
SN6XN9Y6,XBGRIG7D,Customer_PH4PW,XR87B@example.com,+1-1230800859,Complaint,Issue description for order CWXWRBFU5T,Low,Closed,Representative_532MS,Resolution for order CWXWRBFU5T,2023-12-15,2023-12-01,2023-12-10,3,Pending,Location_PF25V,XHQB1B0T,Email,Level 3,3,Team_M5E
B6AUYAYH,E9PISGVA,Customer_SWHIE,9UAGM@example.com,+1-4927111360,Complaint,Issue description for order T6LMO2Y404,Medium,Open,Representative_C99HR,Resolution for order T6LMO2Y404,2023-12-10,2023-12-01,2023-12-10,1,Pending,Location_8QNAF,PDXCGE4N,Phone,Level 3,9,Team_ODX
4AOXE2L5,IWR7H04B,Customer_QZFT4,GKXI0@example.com,+1-7288679323,Refund,Issue description for order 6FKITCBNJV,High,In Progress,Representative_E3Q8P,Resolution for order 6FKITCBNJV,2023-12-20,2023-12-20,2023-12-10,2,Pending,Location_0CK79,WF02DASD,Email,Level 1,5,Team_6UW
MFPD58NY,SINRJ6BA,Customer_XB5DW,DHQ4N@example.com,+1-8969621336,Inquiry,Issue description for order PLJGG1QTLZ,Low,In Progress,Representative_R0SXX,Resolution for order PLJGG1QTLZ,2023-12-20,2023-12-10,2023-12-30,4,Pending,Location_LMU8F,CUUCB01Z,Email,Level 1,1,Team_9RR
MNTE2AGW,E0I0EELZ,Customer_GK133,VQ0NS@example.com,+1-6611812925,Feedback,Issue description for order XZMI84998W,Medium,Closed,Representative_XAYM0,Resolution for order XZMI84998W,2023-12-10,2023-12-10,2023-12-25,2,Completed,Location_K3Z6X,BVLUZCTH,Phone,Level 1,9,Team_MEN
LWLXIMPD,S9H2WMXU,Customer_J4RA4,FFZRX@example.com,+1-9051721281,Feedback,Issue description for order QH10PJEDX2,High,In Progress,Representative_X66FW,Resolution for order QH10PJEDX2,2023-12-20,2023-12-01,2023-12-10,3,Pending,Location_6NC8T,B9ZU8U8D,Chat,Level 1,2,Team_IT3
RL7ROJBF,OX56TP2F,Customer_JSBXM,RT78E@example.com,+1-3450430870,Inquiry,Issue description for order XL2AZKLEFQ,High,Open,Representative_7ZY6H,Resolution for order XL2AZKLEFQ,2023-12-20,2023-12-10,2023-12-30,2,Pending,Location_FXNSZ,NNXJ47TV,Phone,Level 1,10,Team_UZ2
NY66Z90G,WU5G05K8,Customer_Q4NZJ,PRI2F@example.com,+1-3542756278,Complaint,Issue description for order ZH2R6PFU8Y,High,In Progress,Representative_7DNYF,Resolution for order ZH2R6PFU8Y,2023-12-20,2023-12-01,2023-12-10,1,Pending,Location_E4HLX,DCVW0U11,Phone,Level 1,2,Team_P13
TT2H9BTT,SEFSPFLI,Customer_1LJO0,CIWJN@example.com,+1-3381268232,Feedback,Issue description for order 2V0CFVOH6T,Medium,Open,Representative_893K6,Resolution for order 2V0CFVOH6T,2023-12-10,2023-12-01,2023-12-10,5,Pending,Location_8NZYB,HN229OB5,Phone,Level 3,5,Team_BOY
MN6EPGHW,4VHY633D,Customer_P83SY,J498S@example.com,+1-8815909634,Inquiry,Issue description for order BIOTLZNCIL,Medium,In Progress,Representative_X1HCJ,Resolution for order BIOTLZNCIL,2023-12-15,2023-12-20,2023-12-30,2,Pending,Location_T2BMP,6N9GVQ23,Phone,Level 1,10,Team_DHZ
Y23ZLOGQ,CEI9PT4Y,Customer_QAI5D,G45XI@example.com,+1-1891517276,Inquiry,Issue description for order IZ1BIDOVRU,Low,In Progress,Representative_QNRK5,Resolution for order IZ1BIDOVRU,2023-12-20,2023-12-10,2023-12-30,3,Pending,Location_RV07H,R5EJ539W,Phone,Level 2,4,Team_RQA
7KFEKD5A,IXO99F6F,Customer_2KHQN,ECE8D@example.com,+1-4514477412,Inquiry,Issue description for order 8MGODXW1S9,Medium,Open,Representative_AI2FO,Resolution for order 8MGODXW1S9,2023-12-20,2023-12-20,2023-12-30,4,Pending,Location_8ILGR,G77AFMFR,Chat,Level 3,9,Team_0DI
UR70JM62,N6RDNUCX,Customer_ONQ41,EOBRG@example.com,+1-2325769704,Feedback,Issue description for order I0375GMCBW,High,Closed,Representative_927DH,Resolution for order I0375GMCBW,2023-12-15,2023-12-01,2023-12-25,5,Pending,Location_NSCXT,5U6OCWAI,Chat,Level 1,1,Team_7XB
21YKZ9K2,5HG1MALC,Customer_49XLW,BV2NN@example.com,+1-2404371920,Feedback,Issue description for order OT7X9J5WS9,High,Open,Representative_8897F,Resolution for order OT7X9J5WS9,2023-12-15,2023-12-10,2023-12-10,2,Completed,Location_PC1J9,BK20LBMH,Phone,Level 2,4,Team_WO3
P9EHYWFW,DK2MWOTT,Customer_3G3JX,DIMDO@example.com,+1-6914657856,Inquiry,Issue description for order U541KSLD2D,Medium,Open,Representative_3XL9R,Resolution for order U541KSLD2D,2023-12-20,2023-12-01,2023-12-25,1,Completed,Location_TE5CS,JL4PHJ68,Phone,Level 1,10,Team_4HT
OMNEVMHW,5YE8JGAC,Customer_6RIHX,S0TSQ@example.com,+1-7884984754,Complaint,Issue description for order RVY0XK6A2T,High,Closed,Representative_O6191,Resolution for order RVY0XK6A2T,2023-12-20,2023-12-20,2023-12-30,4,Completed,Location_PGDOS,IYZ03BK4,Phone,Level 3,4,Team_KTW
MGEFC9KY,8H2IIAHA,Customer_0AP3Z,DRMBZ@example.com,+1-5712867408,Complaint,Issue description for order C10LMO0D86,High,In Progress,Representative_QME4B,Resolution for order C10LMO0D86,2023-12-10,2023-12-20,2023-12-30,4,Pending,Location_U37PI,OCWISXQA,Chat,Level 1,7,Team_X7W
F0X6HKS9,Z6692Q6F,Customer_9RGHC,HTFG4@example.com,+1-9559796772,Complaint,Issue description for order L316A0OWE4,Low,Closed,Representative_3QX3V,Resolution for order L316A0OWE4,2023-12-20,2023-12-20,2023-12-30,5,Completed,Location_M76E7,6YU64KLK,Phone,Level 3,5,Team_X04
RL5FPVDS,Y3VTCMTJ,Customer_KQIVJ,7MDJY@example.com,+1-4930638985,Complaint,Issue description for order V99RHI67Y0,High,In Progress,Representative_IYG0Z,Resolution for order V99RHI67Y0,2023-12-10,2023-12-10,2023-12-25,5,Pending,Location_EECHC,SH5B0X8Q,Email,Level 3,6,Team_AS0
2Z9BYBE3,IEWN50L4,Customer_J0PUY,75ZAA@example.com,+1-4088221239,Feedback,Issue description for order 1BILNEY548,Low,In Progress,Representative_YHTIW,Resolution for order 1BILNEY548,2023-12-20,2023-12-01,2023-12-10,2,Completed,Location_U43NS,GXKBLJ5U,Email,Level 1,1,Team_56N
1TUUXL4P,5O79VNWB,Customer_I9XZ1,KD9GR@example.com,+1-7579846342,Inquiry,Issue description for order 35DUJKRSSJ,Medium,Open,Representative_EWM07,Resolution for order 35DUJKRSSJ,2023-12-20,2023-12-01,2023-12-30,1,Pending,Location_MKKKF,GUAS4Q7J,Email,Level 3,3,Team_J23
HT9NWQ2L,LQX01YV8,Customer_LV0G9,OW80G@example.com,+1-1376765058,Feedback,Issue description for order V0LKDJEQPH,Medium,Open,Representative_E98WB,Resolution for order V0LKDJEQPH,2023-12-20,2023-12-10,2023-12-10,2,Pending,Location_R9O5U,24IAEINP,Chat,Level 2,6,Team_BCF
XSUMO8LZ,ESO93Z73,Customer_L1C3X,XLMCV@example.com,+1-4346657486,Complaint,Issue description for order 8B4FUPM25F,High,Closed,Representative_1UBGM,Resolution for order 8B4FUPM25F,2023-12-20,2023-12-20,2023-12-30,3,Completed,Location_XX09P,RMN31XLA,Email,Level 2,3,Team_6Z4
XT8M4LSJ,1A8WYAQI,Customer_ECL0A,05W13@example.com,+1-8721623254,Inquiry,Issue description for order NLLJQVA9AC,Medium,Closed,Representative_K0ZQU,Resolution for order NLLJQVA9AC,2023-12-10,2023-12-20,2023-12-25,3,Pending,Location_A9UDW,03A2DRR4,Phone,Level 2,2,Team_H69
3T5BKYFQ,0BYN3R7W,Customer_DHRRQ,JU4BH@example.com,+1-4249356861,Refund,Issue description for order 5OJDV0YK21,Medium,Open,Representative_CKRYK,Resolution for order 5OJDV0YK21,2023-12-20,2023-12-01,2023-12-25,2,Completed,Location_BJRAK,J77XOKUC,Chat,Level 2,3,Team_BCG
UFN051K9,RWYHVUWA,Customer_FYQT6,YNB8B@example.com,+1-7415108374,Inquiry,Issue description for order S85A9T1YVN,High,In Progress,Representative_IXS9P,Resolution for order S85A9T1YVN,2023-12-20,2023-12-10,2023-12-25,5,Completed,Location_ET5B7,IQWRC7NV,Email,Level 1,6,Team_4MH
YU5L2KSW,CYIY9CUG,Customer_OU91J,57Q58@example.com,+1-4830241269,Feedback,Issue description for order IKDT3K6D1E,Medium,In Progress,Representative_RW0ER,Resolution for order IKDT3K6D1E,2023-12-20,2023-12-20,2023-12-10,5,Pending,Location_QXTJL,XVNZ8029,Chat,Level 1,5,Team_2XR
AEB3DQCS,M1EPA24R,Customer_1DQSD,5JLQO@example.com,+1-8100280479,Inquiry,Issue description for order JSYK2ECDMR,Medium,In Progress,Representative_RCOBB,Resolution for order JSYK2ECDMR,2023-12-10,2023-12-20,2023-12-25,4,Completed,Location_Y2ZM1,ZBUVDAUY,Chat,Level 1,4,Team_QA2
H20JEJGK,ZRKES4PD,Customer_3O7WO,6YSTZ@example.com,+1-8821565754,Complaint,Issue description for order FXDLPO8BKE,Low,In Progress,Representative_BNP0T,Resolution for order FXDLPO8BKE,2023-12-15,2023-12-20,2023-12-25,4,Pending,Location_ETZCJ,WB3V3GMA,Email,Level 3,2,Team_GY2
2WRUTMEL,1XDOGLWY,Customer_OP1IC,YVM5Q@example.com,+1-6993283786,Feedback,Issue description for order YF0RZ7PHGP,Medium,Closed,Representative_YIZPK,Resolution for order YF0RZ7PHGP,2023-12-20,2023-12-10,2023-12-30,3,Completed,Location_YF7QE,LT7ROZOJ,Chat,Level 1,1,Team_WPX
KI7PRM7A,14QK5ZR7,Customer_JUCYM,4M5NI@example.com,+1-2495672562,Inquiry,Issue description for order 48IKFP9NGI,Low,Closed,Representative_8TBTF,Resolution for order 48IKFP9NGI,2023-12-20,2023-12-10,2023-12-10,3,Completed,Location_4NH7P,KG8WCZD9,Phone,Level 1,10,Team_O1Y
L7C2TXSM,BLKVXXCZ,Customer_KOPJ2,VOC56@example.com,+1-2460195493,Complaint,Issue description for order DAB054H81U,High,Open,Representative_KBBSB,Resolution for order DAB054H81U,2023-12-15,2023-12-10,2023-12-30,4,Pending,Location_BJNU8,L993XBRB,Chat,Level 1,6,Team_FZG
OW3J2UF0,N67IF2JF,Customer_Q631Z,UUC9X@example.com,+1-5105496334,Refund,Issue description for order 61F3V7N3MG,Low,Closed,Representative_YT3SM,Resolution for order 61F3V7N3MG,2023-12-15,2023-12-10,2023-12-30,4,Pending,Location_FE29K,E3H8190F,Email,Level 2,2,Team_UPE
2CEDV7YU,EA5EVQS8,Customer_T0EC4,O6Z0A@example.com,+1-6153712638,Refund,Issue description for order HCTU77Z41M,High,Open,Representative_HV2NY,Resolution for order HCTU77Z41M,2023-12-15,2023-12-10,2023-12-30,4,Completed,Location_IT8XS,201ZUUG7,Chat,Level 3,6,Team_AO0
46IF0JE5,MAUK9XR7,Customer_NJOZ8,ZZSPB@example.com,+1-6399736932,Refund,Issue description for order VTS0906EQ2,Medium,Closed,Representative_UB17G,Resolution for order VTS0906EQ2,2023-12-20,2023-12-20,2023-12-10,2,Completed,Location_D3PKA,BQVM2Y2F,Chat,Level 2,9,Team_09O
VFVYOZNM,ZTHB932N,Customer_RQWYL,ONTQD@example.com,+1-7608631727,Feedback,Issue description for order V4SAH8NJUQ,Low,Closed,Representative_7I264,Resolution for order V4SAH8NJUQ,2023-12-20,2023-12-10,2023-12-30,2,Completed,Location_HRAQY,C6OM0PND,Chat,Level 3,5,Team_WUG
FQ7TT3JX,319CZV1Q,Customer_0MC4S,J8N2R@example.com,+1-1733969173,Feedback,Issue description for order HO2JB4Z6JA,Medium,In Progress,Representative_VT9P6,Resolution for order HO2JB4Z6JA,2023-12-20,2023-12-10,2023-12-25,3,Pending,Location_8SQ8O,XV9S040G,Phone,Level 1,9,Team_7AN
